Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,BC1,BC2
110,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F2,Sample_106,A54,P14
111,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G2,Sample_107,A55,P14
112,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H2,Sample_108,A56,P14
113,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A3,Sample_109,A49,P15
114,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B3,Sample_110,A50,P15
115,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C3,Sample_111,A51,P15
116,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D3,Sample_112,A52,P15
117,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E3,Sample_113,A53,P15
118,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F3,Sample_114,A54,P15
119,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G3,Sample_115,A55,P15
120,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H3,Sample_116,A56,P15
121,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A4,Sample_117,A49,P16
122,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B4,Sample_118,A50,P16
123,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C4,Sample_119,A51,P16
124,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D4,PCR-NTC,A52,P16
125,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E4,Sample_120,A53,P16
126,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F4,Sample_121,A54,P16
127,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G4,Sample_122,A55,P16
128,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H4,Sample_123,A56,P16
129,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A5,Sample_124,A49,P17
130,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B5,Sample_125,A50,P17
131,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C5,Sample_126,A51,P17
132,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D5,Sample_127,A52,P17
133,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E5,Sample_128,A53,P17
134,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F5,Sample_129,A54,P17
135,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G5,Sample_130,A55,P17
136,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H5,Sample_131,A56,P17
137,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A6,Sample_132,A49,P18
138,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B6,Sample_133,A50,P18
139,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C6,Sample_134,A51,P18
140,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D6,Sample_135,A52,P18
141,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E6,Sample_136,A53,P18
142,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F6,Sample_137,A54,P18
143,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G6,Sample_138,A55,P18
144,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H6,Sample_139,A56,P18
145,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A7,Sample_140,A49,P19
146,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B7,Sample_141,A50,P19
147,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C7,Sample_142,A51,P19
148,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D7,Sample_143,A52,P19
149,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E7,Sample_144,A53,P19
150,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F7,Sample_145,A54,P19
151,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G7,Sample_146,A55,P19
152,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H7,Sample_147,A56,P19
153,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A8,Sample_148,A49,P20
154,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B8,Sample_149,A50,P20
155,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C8,Sample_150,A51,P20
156,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D8,Sample_151,A52,P20
157,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E8,Sample_152,A53,P20
158,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F8,Sample_153,A54,P20
159,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G8,Sample_154,A55,P20
160,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H8,Sample_155,A56,P20
161,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A9,Sample_156,A49,P21
162,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B9,Sample_157,A50,P21
163,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C9,Sample_158,A51,P21
164,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D9,Sample_159,A52,P21
165,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E9,Ext-NTC,A53,P21
166,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F9,Sample_160,A54,P21
167,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G9,Sample_161,A55,P21
168,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H9,Sample_162,A56,P21
169,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A10,Sample_163,A49,P22
170,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B10,Sample_164,A50,P22
171,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C10,Sample_165,A51,P22
172,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D10,Sample_166,A52,P22
173,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E10,Sample_167,A53,P22
174,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F10,Sample_168,A54,P22
175,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G10,Sample_169,A55,P22
176,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H10,Sample_170,A56,P22
177,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A11,Sample_171,A49,P23
178,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B11,Sample_172,A50,P23
179,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C11,Sample_173,A51,P23
180,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D11,Sample_174,A52,P23
181,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E11,Sample_175,A53,P23
182,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F11,Sample_176,A54,P23
183,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G11,Sample_177,A55,P23
184,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H11,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H11,Sample_178,A56,P23
185,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,A12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,A12,Sample_179,A49,P24
186,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,B12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,B12,Sample_180,A50,P24
187,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,C12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,C12,Sample_181,A51,P24
188,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,D12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,D12,Sample_182,A52,P24
189,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,E12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,E12,Sample_183,A53,P24
190,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,F12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,F12,Sample_184,A54,P24
191,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,G12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,G12,Sample_185,A55,P24
192,Example_Project,SarahWagner,All,Cervical_swab,STM,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_2,H12,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_2,H12,Sample_186,A56,P24
193,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A1,Sample_187,A57,P01
194,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B1,Sample_188,A58,P01
195,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C1,Sample_189,A59,P01
196,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D1,Sample_190,A60,P01
197,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E1,Sample_191,A61,P01
198,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F1,Sample_192,A62,P01
199,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G1,Sample_193,A63,P01
200,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H1,Sample_194,A64,P01
201,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A2,Sample_195,A57,P02
202,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B2,Sample_196,A58,P02
203,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C2,Sample_197,A59,P02
204,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D2,Sample_198,A60,P02
205,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E2,Sample_199,A61,P02
206,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F2,Sample_200,A62,P02
207,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G2,Sample_201,A63,P02
208,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H2,Sample_202,A64,P02
209,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A3,Sample_203,A57,P03
210,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B3,Sample_204,A58,P03
211,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,C3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,C3,Sample_205,A59,P03
212,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,D3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,D3,Sample_206,A60,P03
213,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,E3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,E3,Sample_207,A61,P03
214,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,F3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,F3,Sample_208,A62,P03
215,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,G3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,G3,Sample_209,A63,P03
216,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,H3,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,H3,Sample_210,A64,P03
217,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,A4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,A4,Sample_211,A57,P04
218,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_3,B4,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_3,B4,Sample_212,A58,P04
